trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
1,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,76,76,19,19,22,22,"True"
2,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,79,79,20,20,18,18,"True"
3,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",1.74406e+11,1,94,115,0,115,0,0,0,0,0,72,72,23,23,20,20,"True"
4,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",4.76837,1,94,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
5,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",2.18008e+11,1,94,116,0,116,0,0,0,0,0,71,71,22,22,23,23,"True"
6,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",1.74406e+11,1,94,115,0,115,0,0,0,0,0,72,72,23,23,20,20,"True"
7,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,76,76,19,19,22,22,"True"
8,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",4.76837,1,94,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
9,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFACnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,79,79,20,20,18,18,"True"
