trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",334096,1,93,56,0,56,0,0,0,0,0,38,38,6,6,12,12,"True"
1,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",334096,1,93,56,0,56,0,0,0,0,0,38,38,6,6,12,12,"True"
2,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
3,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
4,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",211.758,0.96,93,25,0,24,1,0,0,0,0,16,16,4,4,5,4,"True"
5,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
6,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
7,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
8,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
9,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
10,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
11,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
12,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
13,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",211.758,0.96,93,25,0,24,1,0,0,0,0,16,16,4,4,5,4,"True"
14,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
15,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",652530,1,93,59,0,59,0,0,0,0,0,37,37,11,11,11,11,"True"
16,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
17,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
18,"[93]fbxtMzBOjFcwtRejaDcHGaBNcJmaOxcRByrnphARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkHuFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,4,4,3,2,"True"
