trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",11.6415,1,94,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
1,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,76,76,19,19,22,22,"True"
2,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
3,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
4,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,76,76,19,19,22,22,"True"
5,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",3.05176,1,94,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
6,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",1.74406e+11,1,94,115,0,115,0,0,0,0,0,72,72,23,23,20,20,"True"
7,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,79,79,20,20,18,18,"True"
8,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",11.6415,1,94,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
9,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
10,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
11,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
12,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,76,76,19,19,22,22,"True"
13,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",4.76837,1,94,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
14,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",11.6415,1,94,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
15,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",4.76837,1,94,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
16,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",4.76837,1,94,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
17,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
18,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",5.96046,1,94,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
19,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",11.6415,1,94,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
20,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",1.74406e+11,1,94,115,0,115,0,0,0,0,0,72,72,23,23,20,20,"True"
21,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",1.74406e+11,1,94,115,0,115,0,0,0,0,0,72,72,23,23,20,20,"True"
22,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",11.6415,1,94,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
23,"[94]hxPNoocQLGkcHcyNcJMqScKBRCxpoDSJloncpNuamSvPbLphBQqpxbcHMLcdbJLMPFrvvEhuJMsFHCnOzGAiCAbkzenfJi",2.72509e+11,1,94,117,0,117,0,0,0,0,0,79,79,20,20,18,18,"True"
